hour,time,de_emsys_wind_onoff_da [in MW],de_emsys_wind_onoff_id [in MW],de_emsys_pv_da [in MW],de_emsys_pv_id [in MW],da h [in EUR/MWh],id_qh_p  [in EUR/MWh],id_h_p  [in EUR/MWh],rebap  [in EUR/MWh]
0,2021-01-01 00:00,4433.00,4709.00,0.00,0.00,50.87,44.41,48.68,13.33
0,2021-01-01 00:15,4286.00,4507.00,0.00,0.00,50.87,52.14,48.68,-0.92
0,2021-01-01 00:30,4142.00,4307.00,0.00,0.00,50.87,50.16,48.68,60.26
0,2021-01-01 00:45,3991.00,4181.00,0.00,0.00,50.87,41.34,48.68,-12.05
1,2021-01-01 01:00,3847.00,4094.00,0.00,0.00,48.19,64.42,46.17,96.09
1,2021-01-01 01:15,3728.00,3939.00,0.00,0.00,48.19,52.23,46.17,94.62
1,2021-01-01 01:30,3612.00,3705.00,0.00,0.00,48.19,45.80,46.17,92.21
1,2021-01-01 01:45,3508.00,3626.00,0.00,0.00,48.19,45.71,46.17,27.64
2,2021-01-01 02:00,3410.00,3585.00,0.00,0.00,44.68,65.53,53.73,13.71
2,2021-01-01 02:15,3303.00,3483.00,0.00,0.00,44.68,60.90,53.73,11.99
2,2021-01-01 02:30,3217.00,3361.00,0.00,0.00,44.68,55.71,53.73,4.31
2,2021-01-01 02:45,3137.00,3255.00,0.00,0.00,44.68,53.14,53.73,-3.01
3,2021-01-01 03:00,3056.00,3222.00,0.00,0.00,42.92,45.44,45.17,2.22
3,2021-01-01 03:15,3005.00,3173.00,0.00,0.00,42.92,40.15,45.17,4.63
3,2021-01-01 03:30,2954.00,3115.00,0.00,0.00,42.92,42.01,45.17,3.11
3,2021-01-01 03:45,2906.00,3028.00,0.00,0.00,42.92,43.64,45.17,1.01
4,2021-01-01 04:00,2858.00,2956.00,0.00,0.00,40.39,32.48,41.21,57.94
4,2021-01-01 04:15,2799.00,2840.00,0.00,0.00,40.39,40.38,41.21,50.74
4,2021-01-01 04:30,2741.00,2741.00,0.00,0.00,40.39,42.22,41.21,-16.54
4,2021-01-01 04:45,2682.00,2649.00,0.00,0.00,40.39,45.27,41.21,-43.00
5,2021-01-01 05:00,2623.00,2621.00,0.00,0.00,40.20,43.58,42.22,94.02
5,2021-01-01 05:15,2575.00,2588.00,0.00,0.00,40.20,42.01,42.22,-4.98
5,2021-01-01 05:30,2532.00,2638.00,0.00,0.00,40.20,44.11,42.22,23.62
5,2021-01-01 05:45,2485.00,2645.00,0.00,0.00,40.20,36.98,42.22,109.17
6,2021-01-01 06:00,2449.00,2533.00,0.00,0.00,39.63,34.25,42.31,44.42
6,2021-01-01 06:15,2420.00,2553.00,0.00,0.00,39.63,37.06,42.31,53.89
6,2021-01-01 06:30,2399.00,2477.00,0.00,0.00,39.63,43.36,42.31,109.17
6,2021-01-01 06:45,2383.00,2420.00,0.00,0.00,39.63,50.29,42.31,83.65
7,2021-01-01 07:00,2373.00,2377.00,0.00,0.00,40.09,30.33,43.15,62.65
7,2021-01-01 07:15,2376.00,2401.00,0.00,0.00,40.09,41.85,43.15,17.78
7,2021-01-01 07:30,2379.00,2365.00,0.00,0.00,40.09,48.74,43.15,24.77
7,2021-01-01 07:45,2388.00,2230.00,0.00,0.00,40.09,54.33,43.15,32.96
8,2021-01-01 08:00,2398.00,2158.00,5.00,6.00,41.27,43.96,46.84,13.25
8,2021-01-01 08:15,2417.00,2250.00,52.00,55.00,41.27,41.88,46.84,2.36
8,2021-01-01 08:30,2442.00,2291.00,185.00,183.00,41.27,44.68,46.84,0.46
8,2021-01-01 08:45,2460.00,2317.00,422.00,409.00,41.27,61.13,46.84,-11.59
9,2021-01-01 09:00,2477.00,2340.00,741.00,709.00,44.88,44.95,49.57,-48.59
9,2021-01-01 09:15,2508.00,2397.00,1088.00,1066.00,44.88,48.77,49.57,13.18
9,2021-01-01 09:30,2539.00,2372.00,1458.00,1473.00,44.88,49.31,49.57,13.33
9,2021-01-01 09:45,2570.00,2392.00,1835.00,1931.00,44.88,52.92,49.57,14.63
10,2021-01-01 10:00,2600.00,2389.00,2204.00,2337.00,45.00,44.33,48.45,-3.35
10,2021-01-01 10:15,2575.00,2390.00,2550.00,2691.00,45.00,49.04,48.45,2.64
10,2021-01-01 10:30,2551.00,2357.00,2873.00,3104.00,45.00,40.93,48.45,31.01
10,2021-01-01 10:45,2528.00,2397.00,3174.00,3394.00,45.00,49.66,48.45,14.32
11,2021-01-01 11:00,2502.00,2396.00,3447.00,3805.00,47.20,44.77,48.13,32.53
11,2021-01-01 11:15,2506.00,2301.00,3678.00,4173.00,47.20,51.08,48.13,36.44
11,2021-01-01 11:30,2535.00,2297.00,3854.00,4345.00,47.20,47.53,48.13,36.18
11,2021-01-01 11:45,2562.00,2320.00,3981.00,4548.00,47.20,44.61,48.13,24.72
12,2021-01-01 12:00,2602.00,2389.00,4071.00,4648.00,50.78,58.73,52.02,73.20
12,2021-01-01 12:15,2647.00,2314.00,4117.00,4911.00,50.78,57.54,52.02,72.80
12,2021-01-01 12:30,2726.00,2310.00,4100.00,4809.00,50.78,58.16,52.02,77.98
12,2021-01-01 12:45,2847.00,2380.00,4022.00,4856.00,50.78,54.92,52.02,70.30
13,2021-01-01 13:00,2968.00,2281.00,3905.00,4929.00,45.49,56.71,48.94,5.33
13,2021-01-01 13:15,3066.00,2333.00,3750.00,4642.00,45.49,51.07,48.94,62.78
13,2021-01-01 13:30,3147.00,2223.00,3547.00,4319.00,45.49,49.25,48.94,59.62
13,2021-01-01 13:45,3224.00,2314.00,3301.00,3916.00,45.49,42.67,48.94,56.98
14,2021-01-01 14:00,3297.00,2234.00,3018.00,3551.00,44.73,49.31,49.08,57.50
14,2021-01-01 14:15,3351.00,2201.00,2692.00,3114.00,44.73,45.71,49.08,66.12
14,2021-01-01 14:30,3408.00,2310.00,2328.00,2644.00,44.73,53.76,49.08,72.57
14,2021-01-01 14:45,3463.00,2396.00,1935.00,2200.00,44.73,57.47,49.08,69.71
15,2021-01-01 15:00,3512.00,2549.00,1525.00,1669.00,46.59,47.56,50.79,54.92
15,2021-01-01 15:15,3624.00,2449.00,1124.00,1153.00,46.59,50.16,50.79,67.35
15,2021-01-01 15:30,3733.00,2392.00,736.00,741.00,46.59,54.87,50.79,74.88
15,2021-01-01 15:45,3836.00,2426.00,397.00,385.00,46.59,59.17,50.79,75.22
16,2021-01-01 16:00,3946.00,2612.00,161.00,154.00,52.99,52.95,55.85,98.21
16,2021-01-01 16:15,4092.00,2800.00,39.00,35.00,52.99,62.23,55.85,74.36
16,2021-01-01 16:30,4236.00,3033.00,3.00,3.00,52.99,63.90,55.85,129.55
16,2021-01-01 16:45,4372.00,3260.00,0.00,0.00,52.99,67.16,55.85,32.09
17,2021-01-01 17:00,4499.00,3418.00,0.00,0.00,60.26,59.41,63.00,19.18
17,2021-01-01 17:15,4608.00,3586.00,0.00,0.00,60.26,61.40,63.00,31.80
17,2021-01-01 17:30,4694.00,3785.00,0.00,0.00,60.26,62.35,63.00,29.34
17,2021-01-01 17:45,4781.00,3865.00,0.00,0.00,60.26,61.51,63.00,27.46
18,2021-01-01 18:00,4859.00,3998.00,0.00,0.00,60.61,62.43,62.15,76.07
18,2021-01-01 18:15,4928.00,4065.00,0.00,0.00,60.61,61.33,62.15,69.57
18,2021-01-01 18:30,4971.00,4190.00,0.00,0.00,60.61,63.31,62.15,-30.30
18,2021-01-01 18:45,4988.00,4301.00,0.00,0.00,60.61,60.73,62.15,45.19
19,2021-01-01 19:00,4983.00,4470.00,0.00,0.00,60.36,71.16,62.97,11.64
19,2021-01-01 19:15,4979.00,4608.00,0.00,0.00,60.36,64.95,62.97,14.86
19,2021-01-01 19:30,4984.00,4679.00,0.00,0.00,60.36,59.63,62.97,14.47
19,2021-01-01 19:45,4998.00,4670.00,0.00,0.00,60.36,55.53,62.97,14.75
20,2021-01-01 20:00,5016.00,4677.00,0.00,0.00,57.40,65.57,59.78,1.72
20,2021-01-01 20:15,5035.00,4881.00,0.00,0.00,57.40,60.58,59.78,-2.05
20,2021-01-01 20:30,5058.00,5061.00,0.00,0.00,57.40,52.96,59.78,78.71
20,2021-01-01 20:45,5087.00,5083.00,0.00,0.00,57.40,49.66,59.78,52.01
21,2021-01-01 21:00,5117.00,4936.00,0.00,0.00,53.86,61.23,54.10,93.80
21,2021-01-01 21:15,5166.00,4877.00,0.00,0.00,53.86,56.88,54.10,71.75
21,2021-01-01 21:30,5216.00,4989.00,0.00,0.00,53.86,51.19,54.10,62.81
21,2021-01-01 21:45,5241.00,5041.00,0.00,0.00,53.86,45.91,54.10,1.55
22,2021-01-01 22:00,5217.00,5167.00,0.00,0.00,53.45,85.54,58.46,10.05
22,2021-01-01 22:15,5176.00,5300.00,0.00,0.00,53.45,68.09,58.46,-4.40
22,2021-01-01 22:30,5133.00,5396.00,0.00,0.00,53.45,51.24,58.46,4.85
22,2021-01-01 22:45,5098.00,5532.00,0.00,0.00,53.45,38.46,58.46,7.38
23,2021-01-01 23:00,5062.00,5610.00,0.00,0.00,49.72,57.41,49.38,14.49
23,2021-01-01 23:15,5020.00,5634.00,0.00,0.00,49.72,52.74,49.38,10.63
23,2021-01-01 23:30,4966.00,5691.00,0.00,0.00,49.72,39.10,49.38,14.49
23,2021-01-01 23:45,4912.00,5547.00,0.00,0.00,49.72,27.32,49.38,23.63
0,2021-01-02 00:00,4603.00,5282.00,0.00,0.00,46.69,61.99,43.09,-26.33
0,2021-01-02 00:15,4594.00,5147.00,0.00,0.00,46.69,43.17,43.09,-9.87
0,2021-01-02 00:30,4575.00,5132.00,0.00,0.00,46.69,41.52,43.09,-5.60
0,2021-01-02 00:45,4536.00,5043.00,0.00,0.00,46.69,31.06,43.09,4.34
1,2021-01-02 01:00,4479.00,4937.00,0.00,0.00,42.43,45.84,42.56,-4.87
1,2021-01-02 01:15,4410.00,4829.00,0.00,0.00,42.43,46.76,42.56,-17.14
1,2021-01-02 01:30,4341.00,4771.00,0.00,0.00,42.43,42.37,42.56,-0.85
1,2021-01-02 01:45,4275.00,4750.00,0.00,0.00,42.43,33.66,42.56,-36.80
2,2021-01-02 02:00,4205.00,4675.00,0.00,0.00,41.09,39.17,37.49,9.51
2,2021-01-02 02:15,4126.00,4756.00,0.00,0.00,41.09,24.38,37.49,-4.80
2,2021-01-02 02:30,4038.00,4654.00,0.00,0.00,41.09,22.35,37.49,2.20
2,2021-01-02 02:45,3952.00,4603.00,0.00,0.00,41.09,20.03,37.49,-2.91
3,2021-01-02 03:00,3867.00,4601.00,0.00,0.00,40.00,30.21,36.56,19.54
3,2021-01-02 03:15,3812.00,4582.00,0.00,0.00,40.00,30.57,36.56,11.56
3,2021-01-02 03:30,3758.00,4398.00,0.00,0.00,40.00,36.07,36.56,5.38
3,2021-01-02 03:45,3709.00,4338.00,0.00,0.00,40.00,35.04,36.56,4.52
4,2021-01-02 04:00,3661.00,4297.00,0.00,0.00,37.55,33.72,35.27,-13.41
4,2021-01-02 04:15,3597.00,4282.00,0.00,0.00,37.55,38.58,35.27,-23.47
4,2021-01-02 04:30,3536.00,4213.00,0.00,0.00,37.55,31.16,35.27,-8.72
4,2021-01-02 04:45,3464.00,4156.00,0.00,0.00,37.55,23.45,35.27,-7.19
5,2021-01-02 05:00,3393.00,4196.00,0.00,0.00,39.00,40.72,39.98,51.03
5,2021-01-02 05:15,3340.00,4146.00,0.00,0.00,39.00,41.47,39.98,46.32
5,2021-01-02 05:30,3292.00,4036.00,0.00,0.00,39.00,41.14,39.98,12.02
5,2021-01-02 05:45,3246.00,3941.00,0.00,0.00,39.00,43.84,39.98,17.01
6,2021-01-02 06:00,3214.00,3834.00,0.00,0.00,42.09,46.20,42.27,-19.63
6,2021-01-02 06:15,3169.00,3788.00,0.00,0.00,42.09,42.66,42.27,-11.20
6,2021-01-02 06:30,3129.00,3723.00,0.00,0.00,42.09,39.66,42.27,-8.08
6,2021-01-02 06:45,3092.00,3662.00,0.00,0.00,42.09,41.61,42.27,-14.30
7,2021-01-02 07:00,3045.00,3706.00,0.00,0.00,44.96,39.76,46.14,-31.92
7,2021-01-02 07:15,2989.00,3671.00,0.00,0.00,44.96,46.24,46.14,-42.80
7,2021-01-02 07:30,2928.00,3620.00,0.00,0.00,44.96,44.39,46.14,-40.53
7,2021-01-02 07:45,2868.00,3563.00,0.00,0.00,44.96,45.32,46.14,-30.81
8,2021-01-02 08:00,2807.00,3473.00,4.00,4.00,48.45,38.20,43.87,-16.24
8,2021-01-02 08:15,2744.00,3333.00,46.00,46.00,48.45,41.76,43.87,-34.89
8,2021-01-02 08:30,2684.00,3281.00,185.00,187.00,48.45,39.22,43.87,-21.06
8,2021-01-02 08:45,2628.00,3124.00,454.00,431.00,48.45,37.63,43.87,-41.41
9,2021-01-02 09:00,2571.00,3053.00,830.00,674.00,52.00,36.11,49.08,14.63
9,2021-01-02 09:15,2485.00,2925.00,1244.00,928.00,52.00,43.51,49.08,14.63
9,2021-01-02 09:30,2398.00,2848.00,1667.00,1244.00,52.00,51.88,49.08,-134.71
9,2021-01-02 09:45,2304.00,2694.00,2087.00,1425.00,52.00,57.42,49.08,24.18
10,2021-01-02 10:00,2207.00,2575.00,2492.00,1732.00,52.00,49.15,51.22,27.01
10,2021-01-02 10:15,2082.00,2408.00,2871.00,2050.00,52.00,58.66,51.22,14.52
10,2021-01-02 10:30,1959.00,2160.00,3220.00,2446.00,52.00,57.15,51.22,25.13
10,2021-01-02 10:45,1837.00,2008.00,3539.00,2633.00,52.00,59.90,51.22,26.69
11,2021-01-02 11:00,1712.00,1788.00,3823.00,2999.00,52.15,45.60,53.98,14.52
11,2021-01-02 11:15,1614.00,1710.00,4064.00,3151.00,52.15,56.79,53.98,14.52
11,2021-01-02 11:30,1520.00,1607.00,4246.00,3251.00,52.15,59.97,53.98,21.08
11,2021-01-02 11:45,1427.00,1547.00,4377.00,3396.00,52.15,59.47,53.98,25.24
12,2021-01-02 12:00,1339.00,1440.00,4463.00,3499.00,55.95,61.16,56.24,33.82
12,2021-01-02 12:15,1266.00,1419.00,4493.00,3625.00,55.95,58.85,56.24,29.27
12,2021-01-02 12:30,1212.00,1381.00,4459.00,3694.00,55.95,56.92,56.24,41.50
12,2021-01-02 12:45,1182.00,1374.00,4368.00,3516.00,55.95,55.20,56.24,83.50
13,2021-01-02 13:00,1168.00,1370.00,4231.00,3505.00,52.00,57.44,54.22,94.07
13,2021-01-02 13:15,1155.00,1382.00,4041.00,3257.00,52.00,57.38,54.22,83.50
13,2021-01-02 13:30,1139.00,1358.00,3797.00,3067.00,52.00,55.30,54.22,73.06
13,2021-01-02 13:45,1134.00,1317.00,3505.00,2835.00,52.00,55.12,54.22,72.90
14,2021-01-02 14:00,1132.00,1250.00,3178.00,2456.00,50.69,58.16,55.74,70.93
14,2021-01-02 14:15,1136.00,1231.00,2819.00,2061.00,50.69,64.42,55.74,78.09
14,2021-01-02 14:30,1167.00,1276.00,2418.00,1774.00,50.69,65.96,55.74,88.03
14,2021-01-02 14:45,1198.00,1304.00,1986.00,1310.00,50.69,64.72,55.74,-16.19
15,2021-01-02 15:00,1225.00,1430.00,1554.00,1003.00,53.45,51.31,55.87,32.51
15,2021-01-02 15:15,1337.00,1520.00,1133.00,737.00,53.45,54.12,55.87,37.49
15,2021-01-02 15:30,1443.00,1662.00,734.00,433.00,53.45,55.74,55.87,-9.72
15,2021-01-02 15:45,1551.00,1844.00,390.00,234.00,53.45,56.75,55.87,43.24
16,2021-01-02 16:00,1646.00,2102.00,158.00,98.00,59.99,41.96,57.54,22.00
16,2021-01-02 16:15,1801.00,2268.00,40.00,27.00,59.99,54.95,57.54,18.29
16,2021-01-02 16:30,1946.00,2435.00,4.00,2.00,59.99,57.43,57.54,64.24
16,2021-01-02 16:45,2088.00,2603.00,0.00,0.00,59.99,63.54,57.54,-18.39
17,2021-01-02 17:00,2237.00,2777.00,0.00,0.00,62.00,51.32,62.22,72.27
17,2021-01-02 17:15,2379.00,2929.00,0.00,0.00,62.00,60.53,62.22,71.38
17,2021-01-02 17:30,2502.00,2997.00,0.00,0.00,62.00,64.26,62.22,68.11
17,2021-01-02 17:45,2626.00,3119.00,0.00,0.00,62.00,64.52,62.22,32.63
18,2021-01-02 18:00,2743.00,3252.00,0.00,0.00,63.08,68.51,61.80,18.29
18,2021-01-02 18:15,2848.00,3481.00,0.00,0.00,63.08,60.36,61.80,16.99
18,2021-01-02 18:30,2930.00,3594.00,0.00,0.00,63.08,58.11,61.80,16.19
18,2021-01-02 18:45,2982.00,3765.00,0.00,0.00,63.08,50.06,61.80,18.29
19,2021-01-02 19:00,3023.00,3984.00,0.00,0.00,62.17,66.21,60.86,32.74
19,2021-01-02 19:15,3070.00,4303.00,0.00,0.00,62.17,54.77,60.86,89.05
19,2021-01-02 19:30,3127.00,4423.00,0.00,0.00,62.17,56.31,60.86,17.05
19,2021-01-02 19:45,3194.00,4595.00,0.00,0.00,62.17,44.79,60.86,15.49
20,2021-01-02 20:00,3266.00,4800.00,0.00,0.00,60.03,63.20,56.74,30.23
20,2021-01-02 20:15,3332.00,4964.00,0.00,0.00,60.03,58.51,56.74,13.54
20,2021-01-02 20:30,3414.00,5215.00,0.00,0.00,60.03,53.74,56.74,10.14
20,2021-01-02 20:45,3499.00,5329.00,0.00,0.00,60.03,40.19,56.74,6.21
21,2021-01-02 21:00,3585.00,5383.00,0.00,0.00,55.03,57.64,51.79,6.76
21,2021-01-02 21:15,3698.00,5530.00,0.00,0.00,55.03,54.92,51.79,30.29
21,2021-01-02 21:30,3813.00,5640.00,0.00,0.00,55.03,46.66,51.79,16.81
21,2021-01-02 21:45,3930.00,5717.00,0.00,0.00,55.03,38.14,51.79,11.58
22,2021-01-02 22:00,4035.00,5869.00,0.00,0.00,52.25,57.84,47.88,28.43
22,2021-01-02 22:15,4170.00,6141.00,0.00,0.00,52.25,44.24,47.88,27.05
22,2021-01-02 22:30,4307.00,6319.00,0.00,0.00,52.25,44.48,47.88,-1.02
22,2021-01-02 22:45,4453.00,6556.00,0.00,0.00,52.25,33.69,47.88,-0.71
23,2021-01-02 23:00,4600.00,6790.00,0.00,0.00,48.45,41.86,41.17,16.80
23,2021-01-02 23:15,4732.00,7110.00,0.00,0.00,48.45,37.79,41.17,14.27
23,2021-01-02 23:30,4886.00,7569.00,0.00,0.00,48.45,32.65,41.17,-2.07
23,2021-01-02 23:45,5041.00,8017.00,0.00,0.00,48.45,29.59,41.17,-94.13
0,2021-01-03 00:00,7088.00,8464.00,0.00,0.00,46.11,45.42,40.40,-107.57
0,2021-01-03 00:15,7309.00,8810.00,0.00,0.00,46.11,40.83,40.40,15.15
0,2021-01-03 00:30,7528.00,9156.00,0.00,0.00,46.11,34.14,40.40,-68.86
0,2021-01-03 00:45,7737.00,9433.00,0.00,0.00,46.11,31.78,40.40,-5.85
1,2021-01-03 01:00,7946.00,9525.00,0.00,0.00,43.00,35.22,41.40,8.32
1,2021-01-03 01:15,8171.00,9654.00,0.00,0.00,43.00,34.18,41.40,-13.88
1,2021-01-03 01:30,8398.00,9917.00,0.00,0.00,43.00,43.44,41.40,-6.85
1,2021-01-03 01:45,8628.00,10154.00,0.00,0.00,43.00,33.01,41.40,-26.11
2,2021-01-03 02:00,8872.00,10515.00,0.00,0.00,39.55,36.42,35.78,-11.11
2,2021-01-03 02:15,9104.00,10908.00,0.00,0.00,39.55,33.32,35.78,-9.20
2,2021-01-03 02:30,9342.00,11253.00,0.00,0.00,39.55,26.77,35.78,-32.18
2,2021-01-03 02:45,9588.00,11431.00,0.00,0.00,39.55,25.30,35.78,-21.70
3,2021-01-03 03:00,9835.00,11985.00,0.00,0.00,35.18,30.31,30.35,6.55
3,2021-01-03 03:15,10145.00,12222.00,0.00,0.00,35.18,32.79,30.35,-16.12
3,2021-01-03 03:30,10456.00,12281.00,0.00,0.00,35.18,23.11,30.35,-7.53
3,2021-01-03 03:45,10771.00,12702.00,0.00,0.00,35.18,24.14,30.35,-25.67
4,2021-01-03 04:00,11087.00,13073.00,0.00,0.00,33.45,34.86,28.27,-7.87
4,2021-01-03 04:15,11435.00,13386.00,0.00,0.00,33.45,36.92,28.27,-4.78
4,2021-01-03 04:30,11782.00,13736.00,0.00,0.00,33.45,27.65,28.27,-5.48
4,2021-01-03 04:45,12138.00,13981.00,0.00,0.00,33.45,8.99,28.27,-23.89
5,2021-01-03 05:00,12497.00,14282.00,0.00,0.00,32.37,42.36,26.39,-32.64
5,2021-01-03 05:15,12939.00,14861.00,0.00,0.00,32.37,33.39,26.39,-31.44
5,2021-01-03 05:30,13365.00,15511.00,0.00,0.00,32.37,18.37,26.39,-32.75
5,2021-01-03 05:45,13877.00,16023.00,0.00,0.00,32.37,-26.39,26.39,-71.42
6,2021-01-03 06:00,14439.00,16820.00,0.00,0.00,31.70,21.38,20.62,25.97
6,2021-01-03 06:15,14883.00,17060.00,0.00,0.00,31.70,18.87,20.62,29.25
6,2021-01-03 06:30,15256.00,17377.00,0.00,0.00,31.70,9.08,20.62,56.30
6,2021-01-03 06:45,15564.00,17406.00,0.00,0.00,31.70,0.48,20.62,-18.58
7,2021-01-03 07:00,15862.00,17581.00,0.00,0.00,32.63,29.90,22.82,42.41
7,2021-01-03 07:15,16194.00,18305.00,0.00,0.00,32.63,18.32,22.82,40.59
7,2021-01-03 07:30,16490.00,18711.00,0.00,0.00,32.63,30.08,22.82,44.01
7,2021-01-03 07:45,16837.00,18818.00,0.00,0.00,32.63,30.64,22.82,46.38
8,2021-01-03 08:00,17146.00,18710.00,3.00,4.00,36.90,39.55,35.16,65.52
8,2021-01-03 08:15,17439.00,19071.00,26.00,29.00,36.90,31.21,35.16,58.75
8,2021-01-03 08:30,17688.00,19282.00,85.00,97.00,36.90,42.05,35.16,58.76
8,2021-01-03 08:45,17968.00,19663.00,191.00,213.00,36.90,48.40,35.16,4.27
9,2021-01-03 09:00,18262.00,19652.00,324.00,380.00,36.96,28.49,35.33,-10.52
9,2021-01-03 09:15,18474.00,19760.00,497.00,524.00,36.96,34.35,35.33,24.83
9,2021-01-03 09:30,18632.00,20199.00,687.00,718.00,36.96,39.63,35.33,89.56
9,2021-01-03 09:45,18750.00,20433.00,888.00,776.00,36.96,42.67,35.33,27.64
10,2021-01-03 10:00,18875.00,20173.00,1089.00,915.00,36.96,32.77,36.19,31.82
10,2021-01-03 10:15,19059.00,20385.00,1281.00,1133.00,36.96,38.28,36.19,15.29
10,2021-01-03 10:30,19243.00,20409.00,1450.00,1145.00,36.96,41.09,36.19,15.56
10,2021-01-03 10:45,19437.00,20469.00,1598.00,1250.00,36.96,44.80,36.19,12.99
11,2021-01-03 11:00,19631.00,20435.00,1725.00,1333.00,43.72,35.31,41.15,15.33
11,2021-01-03 11:15,19809.00,20829.00,1826.00,1382.00,43.72,44.98,41.15,105.71
11,2021-01-03 11:30,20012.00,20851.00,1898.00,1413.00,43.72,45.13,41.15,87.60
11,2021-01-03 11:45,20202.00,21237.00,1945.00,1475.00,43.72,45.68,41.15,81.02
12,2021-01-03 12:00,20390.00,21467.00,1973.00,1504.00,47.71,52.74,46.86,82.96
12,2021-01-03 12:15,20584.00,21544.00,1980.00,1511.00,47.71,51.08,46.86,22.29
12,2021-01-03 12:30,20810.00,21753.00,1961.00,1479.00,47.71,53.30,46.86,83.23
12,2021-01-03 12:45,21080.00,22174.00,1915.00,1428.00,47.71,45.97,46.86,59.72
13,2021-01-03 13:00,21340.00,21687.00,1847.00,1387.00,40.41,48.73,43.88,82.68
13,2021-01-03 13:15,21605.00,21731.00,1754.00,1350.00,40.41,47.02,43.88,58.53
13,2021-01-03 13:30,21827.00,21597.00,1637.00,1243.00,40.41,43.74,43.88,60.27
13,2021-01-03 13:45,22017.00,21824.00,1502.00,1133.00,40.41,40.85,43.88,60.97
14,2021-01-03 14:00,22188.00,21572.00,1355.00,1039.00,39.66,49.96,44.13,68.78
14,2021-01-03 14:15,22393.00,21608.00,1201.00,926.00,39.66,51.67,44.13,66.56
14,2021-01-03 14:30,22561.00,21597.00,1034.00,774.00,39.66,48.36,44.13,61.30
14,2021-01-03 14:45,22739.00,21928.00,850.00,629.00,39.66,46.70,44.13,68.26
15,2021-01-03 15:00,22909.00,21863.00,661.00,471.00,39.57,39.32,40.93,66.09
15,2021-01-03 15:15,23150.00,22084.00,482.00,336.00,39.57,37.63,40.93,51.59
15,2021-01-03 15:30,23386.00,22231.00,320.00,223.00,39.57,41.00,40.93,64.12
15,2021-01-03 15:45,23628.00,22112.00,189.00,138.00,39.57,42.54,40.93,68.31
16,2021-01-03 16:00,23867.00,21924.00,89.00,75.00,36.11,40.01,45.44,64.12
16,2021-01-03 16:15,24048.00,21859.00,26.00,23.00,36.11,41.77,45.44,68.90
16,2021-01-03 16:30,24226.00,22142.00,3.00,3.00,36.11,53.96,45.44,128.77
16,2021-01-03 16:45,24391.00,22199.00,0.00,0.00,36.11,57.69,45.44,177.77
17,2021-01-03 17:00,24559.00,22062.00,0.00,0.00,45.04,45.21,52.83,92.15
17,2021-01-03 17:15,24655.00,22171.00,0.00,0.00,45.04,57.17,52.83,133.29
17,2021-01-03 17:30,24772.00,22128.00,0.00,0.00,45.04,60.24,52.83,126.94
17,2021-01-03 17:45,24887.00,22227.00,0.00,0.00,45.04,64.34,52.83,112.46
18,2021-01-03 18:00,25005.00,21918.00,0.00,0.00,52.56,77.33,61.38,116.86
18,2021-01-03 18:15,25115.00,22131.00,0.00,0.00,52.56,70.15,61.38,105.19
18,2021-01-03 18:30,25237.00,22059.00,0.00,0.00,52.56,72.02,61.38,113.84
18,2021-01-03 18:45,25389.00,22313.00,0.00,0.00,52.56,73.81,61.38,121.44
19,2021-01-03 19:00,25524.00,22094.00,0.00,0.00,45.84,78.12,60.97,135.99
19,2021-01-03 19:15,25497.00,21739.00,0.00,0.00,45.84,74.82,60.97,20.88
19,2021-01-03 19:30,25490.00,21559.00,0.00,0.00,45.84,76.21,60.97,34.32
19,2021-01-03 19:45,25459.00,21160.00,0.00,0.00,45.84,66.79,60.97,18.63
20,2021-01-03 20:00,25430.00,20927.00,0.00,0.00,35.83,74.51,62.99,117.76
20,2021-01-03 20:15,25388.00,20927.00,0.00,0.00,35.83,65.83,62.99,77.03
20,2021-01-03 20:30,25334.00,20600.00,0.00,0.00,35.83,59.51,62.99,81.14
20,2021-01-03 20:45,25279.00,20483.00,0.00,0.00,35.83,58.17,62.99,79.79
21,2021-01-03 21:00,25215.00,20376.00,0.00,0.00,33.31,50.08,52.35,129.73
21,2021-01-03 21:15,25148.00,20344.00,0.00,0.00,33.31,56.80,52.35,119.87
21,2021-01-03 21:30,25040.00,20092.00,0.00,0.00,33.31,57.33,52.35,98.57
21,2021-01-03 21:45,24939.00,19618.00,0.00,0.00,33.31,60.54,52.35,94.50
22,2021-01-03 22:00,24284.00,18923.00,0.00,0.00,34.98,72.86,52.70,168.05
22,2021-01-03 22:15,24182.00,18786.00,0.00,0.00,34.98,73.95,52.70,163.13
22,2021-01-03 22:30,24081.00,18509.00,0.00,0.00,34.98,58.74,52.70,19.36
22,2021-01-03 22:45,23934.00,18378.00,0.00,0.00,34.98,53.43,52.70,18.84
23,2021-01-03 23:00,23794.00,18200.00,0.00,0.00,27.39,37.81,49.77,43.75
23,2021-01-03 23:15,23629.00,18319.00,0.00,0.00,27.39,64.23,49.77,24.37
23,2021-01-03 23:30,23443.00,18174.00,0.00,0.00,27.39,46.30,49.77,67.94
23,2021-01-03 23:45,23327.00,18087.00,0.00,0.00,27.39,29.76,49.77,40.48
0,2021-01-04 00:00,23263.00,17968.00,0.00,0.00,29.33,68.49,52.41,102.36
0,2021-01-04 00:15,23133.00,17942.00,0.00,0.00,29.33,69.08,52.41,110.17
