hour,time,de_emsys_wind_onoff_da [in MW],de_emsys_wind_onoff_id [in MW],de_emsys_pv_da [in MW],de_emsys_pv_id [in MW],da h [in EUR/MWh],id_qh_p  [in EUR/MWh],id_h_p  [in EUR/MWh],rebap  [in EUR/MWh]
8,2021-09-12 08:30,7544.00,6774.00,5670.00,5605.00,106.41,100.55,101.23,53.55
8,2021-09-12 08:45,7406.00,6872.00,6972.00,6976.00,106.41,92.15,101.23,134.49
9,2021-09-12 09:00,7134.00,6605.00,8315.00,8359.00,107.17,119.61,101.50,63.33
9,2021-09-12 09:15,7054.00,6532.00,9696.00,9744.00,107.17,101.62,101.50,-26.45
9,2021-09-12 09:30,7000.00,6489.00,11049.00,11264.00,107.17,99.80,101.50,46.08
9,2021-09-12 09:45,6994.00,6831.00,12469.00,12663.00,107.17,84.10,101.50,33.93
10,2021-09-12 10:00,6995.00,7025.00,13822.00,13982.00,101.92,124.26,97.89,31.00
10,2021-09-12 10:15,7096.00,7424.00,15030.00,15307.00,101.92,91.97,97.89,36.52
10,2021-09-12 10:30,7214.00,7395.00,16163.00,16566.00,101.92,83.66,97.89,28.05
10,2021-09-12 10:45,7323.00,7540.00,17160.00,17857.00,101.92,76.72,97.89,26.72
11,2021-09-12 11:00,7403.00,7671.00,18093.00,19085.00,99.72,99.86,87.55,29.60
11,2021-09-12 11:15,7484.00,7731.00,18980.00,19993.00,99.72,85.29,87.55,29.45
11,2021-09-12 11:30,7565.00,8058.00,19751.00,21082.00,99.72,76.88,87.55,30.97
11,2021-09-12 11:45,7651.00,8083.00,20412.00,21906.00,99.72,53.64,87.55,2.22
12,2021-09-12 12:00,7736.00,8301.00,21001.00,22400.00,93.94,92.84,82.77,37.82
12,2021-09-12 12:15,7858.00,8375.00,21509.00,22774.00,93.94,71.71,82.77,36.28
12,2021-09-12 12:30,8005.00,8292.00,21866.00,23536.00,93.94,69.13,82.77,-39.79
12,2021-09-12 12:45,8148.00,8569.00,22088.00,23620.00,93.94,49.19,82.77,22.38
13,2021-09-12 13:00,8305.00,8782.00,22217.00,23586.00,81.07,84.25,66.88,38.52
13,2021-09-12 13:15,8584.00,8913.00,22243.00,23553.00,81.07,60.47,66.88,39.86
13,2021-09-12 13:30,8845.00,9310.00,22152.00,23061.00,81.07,69.06,66.88,65.03
13,2021-09-12 13:45,9143.00,9482.00,21955.00,22813.00,81.07,44.44,66.88,35.46
14,2021-09-12 14:00,9424.00,9589.00,21665.00,22647.00,69.68,59.32,64.88,39.86
14,2021-09-12 14:15,9656.00,9549.00,21275.00,22222.00,69.68,65.60,64.88,64.93
14,2021-09-12 14:30,9837.00,9657.00,20812.00,21637.00,69.68,63.48,64.88,114.37
14,2021-09-12 14:45,9990.00,9325.00,20290.00,21207.00,69.68,71.92,64.88,121.43
15,2021-09-12 15:00,10122.00,9472.00,19685.00,20628.00,72.44,42.65,69.61,188.97
15,2021-09-12 15:15,10241.00,9402.00,18993.00,20093.00,72.44,66.70,69.61,189.65
15,2021-09-12 15:30,10318.00,9179.00,18151.00,19303.00,72.44,91.19,69.61,199.92
15,2021-09-12 15:45,10397.00,8971.00,17195.00,18370.00,72.44,98.00,69.61,-7.05
16,2021-09-12 16:00,10467.00,8862.00,16203.00,16761.00,87.13,50.88,87.74,47.54
16,2021-09-12 16:15,10454.00,8813.00,15125.00,15813.00,87.13,81.75,87.74,50.06
16,2021-09-12 16:30,10436.00,8793.00,13964.00,14551.00,87.13,102.70,87.74,63.54
16,2021-09-12 16:45,10404.00,8799.00,12710.00,13025.00,87.13,113.50,87.74,56.13
17,2021-09-12 17:00,10375.00,8791.00,11343.00,11923.00,99.94,53.24,101.54,32.56
17,2021-09-12 17:15,10208.00,8571.00,9859.00,10264.00,99.94,93.48,101.54,134.69
17,2021-09-12 17:30,10044.00,8415.00,8285.00,8580.00,99.94,120.08,101.54,242.54
17,2021-09-12 17:45,9868.00,8173.00,6698.00,6898.00,99.94,134.46,101.54,-15.97
18,2021-09-12 18:00,9671.00,7997.00,5168.00,5329.00,136.37,89.63,134.40,73.16
18,2021-09-12 18:15,9423.00,8004.00,3754.00,3783.00,136.37,122.98,134.40,197.44
18,2021-09-12 18:30,9201.00,7673.00,2508.00,2555.00,136.37,143.49,134.40,203.92
18,2021-09-12 18:45,8985.00,7519.00,1501.00,1529.00,136.37,150.18,134.40,207.09
19,2021-09-12 19:00,8844.00,7177.00,793.00,816.00,150.00,128.53,146.03,139.34
19,2021-09-12 19:15,8665.00,7067.00,329.00,336.00,150.00,143.90,146.03,153.12
19,2021-09-12 19:30,8517.00,6920.00,73.00,74.00,150.00,154.20,146.03,56.80
19,2021-09-12 19:45,8351.00,6652.00,3.00,3.00,150.00,158.09,146.03,97.45
20,2021-09-12 20:00,8213.00,6586.00,0.00,0.00,154.17,162.38,151.73,243.20
20,2021-09-12 20:15,8124.00,6987.00,0.00,0.00,154.17,154.23,151.73,185.80
20,2021-09-12 20:30,8023.00,6897.00,0.00,0.00,154.17,145.78,151.73,214.03
20,2021-09-12 20:45,7933.00,6871.00,0.00,0.00,154.17,138.11,151.73,143.12
21,2021-09-12 21:00,7832.00,6745.00,0.00,0.00,138.01,142.03,136.68,247.35
21,2021-09-12 21:15,7779.00,6619.00,0.00,0.00,138.01,138.37,136.68,42.97
21,2021-09-12 21:30,7711.00,6804.00,0.00,0.00,138.01,132.24,136.68,44.53
21,2021-09-12 21:45,7644.00,6835.00,0.00,0.00,138.01,111.94,136.68,42.38
22,2021-09-12 22:00,7530.00,6842.00,0.00,0.00,129.07,146.11,129.91,-8.81
22,2021-09-12 22:15,7476.00,6822.00,0.00,0.00,129.07,130.53,129.91,57.15
22,2021-09-12 22:30,7422.00,6768.00,0.00,0.00,129.07,127.96,129.91,194.54
22,2021-09-12 22:45,7370.00,6857.00,0.00,0.00,129.07,105.22,129.91,118.00
23,2021-09-12 23:00,7319.00,6898.00,0.00,0.00,107.54,128.47,106.72,58.15
23,2021-09-12 23:15,7295.00,6868.00,0.00,0.00,107.54,110.15,106.72,52.98
23,2021-09-12 23:30,7272.00,6948.00,0.00,0.00,107.54,98.69,106.72,54.09
23,2021-09-12 23:45,7250.00,7066.00,0.00,0.00,107.54,74.53,106.72,45.32
0,2021-09-13 00:00,6242.00,6991.00,0.00,0.00,113.01,127.04,100.46,64.58
0,2021-09-13 00:15,6170.00,6923.00,0.00,0.00,113.01,91.95,100.46,86.49
0,2021-09-13 00:30,6107.00,7121.00,0.00,0.00,113.01,93.49,100.46,59.91
0,2021-09-13 00:45,6045.00,7049.00,0.00,0.00,113.01,72.95,100.46,51.54
1,2021-09-13 01:00,5984.00,7063.00,0.00,0.00,108.20,113.88,92.47,59.91
1,2021-09-13 01:15,5964.00,7123.00,0.00,0.00,108.20,75.43,92.47,45.75
1,2021-09-13 01:30,5937.00,7127.00,0.00,0.00,108.20,80.53,92.47,50.55
1,2021-09-13 01:45,5938.00,7307.00,0.00,0.00,108.20,75.68,92.47,66.73
2,2021-09-13 02:00,5936.00,7318.00,0.00,0.00,103.92,101.84,92.77,46.15
2,2021-09-13 02:15,5900.00,7210.00,0.00,0.00,103.92,94.29,92.77,51.89
2,2021-09-13 02:30,5855.00,7267.00,0.00,0.00,103.92,82.53,92.77,55.98
2,2021-09-13 02:45,5815.00,6997.00,0.00,0.00,103.92,84.22,92.77,55.84
3,2021-09-13 03:00,5770.00,6740.00,0.00,0.00,103.79,95.13,93.90,70.04
3,2021-09-13 03:15,5692.00,6547.00,0.00,0.00,103.79,89.77,93.90,-4.25
3,2021-09-13 03:30,5612.00,6450.00,0.00,0.00,103.79,92.36,93.90,159.61
3,2021-09-13 03:45,5538.00,6316.00,0.00,0.00,103.79,102.06,93.90,23.24
4,2021-09-13 04:00,5465.00,6157.00,0.00,0.00,104.85,88.42,97.67,37.12
4,2021-09-13 04:15,5391.00,5939.00,0.00,0.00,104.85,87.20,97.67,-8.51
4,2021-09-13 04:30,5319.00,5651.00,0.00,0.00,104.85,95.48,97.67,47.54
4,2021-09-13 04:45,5247.00,5458.00,0.00,0.00,104.85,120.70,97.67,55.39
5,2021-09-13 05:00,5176.00,5354.00,0.00,0.00,110.01,68.52,107.23,66.88
5,2021-09-13 05:15,5074.00,5055.00,0.00,0.00,110.01,87.76,107.23,196.79
5,2021-09-13 05:30,4970.00,4873.00,0.00,0.00,110.01,115.67,107.23,52.51
5,2021-09-13 05:45,4873.00,4630.00,0.00,0.00,110.01,151.59,107.23,75.48
6,2021-09-13 06:00,4786.00,4671.00,0.00,0.00,152.08,80.52,130.17,52.34
6,2021-09-13 06:15,4631.00,4718.00,0.00,0.00,152.08,137.77,130.17,74.25
6,2021-09-13 06:30,4488.00,4586.00,4.00,4.00,152.08,148.64,130.17,246.28
6,2021-09-13 06:45,4330.00,4467.00,59.00,71.00,152.08,168.81,130.17,82.60
7,2021-09-13 07:00,4208.00,4480.00,277.00,325.00,160.93,141.22,155.55,-20.27
7,2021-09-13 07:15,4105.00,4379.00,748.00,858.00,160.93,158.12,155.55,184.89
7,2021-09-13 07:30,3969.00,4453.00,1514.00,1588.00,160.93,166.29,155.55,259.65
7,2021-09-13 07:45,3864.00,4386.00,2578.00,2630.00,160.93,163.95,155.55,189.09
8,2021-09-13 08:00,3760.00,4074.00,3866.00,3846.00,166.71,200.35,162.15,264.78
8,2021-09-13 08:15,3621.00,3769.00,5251.00,5167.00,166.71,169.54,162.15,285.51
8,2021-09-13 08:30,3460.00,3809.00,6803.00,6656.00,166.71,161.11,162.15,271.97
8,2021-09-13 08:45,3334.00,3395.00,8474.00,8333.00,166.71,141.47,162.15,51.71
9,2021-09-13 09:00,3146.00,3208.00,10343.00,10220.00,157.00,187.23,156.50,60.22
9,2021-09-13 09:15,2992.00,3039.00,12266.00,11747.00,157.00,153.22,156.50,48.58
9,2021-09-13 09:30,2904.00,2905.00,14161.00,13340.00,157.00,153.34,156.50,46.49
9,2021-09-13 09:45,2892.00,2775.00,15780.00,14779.00,157.00,132.08,156.50,63.80
10,2021-09-13 10:00,2906.00,2994.00,17246.00,16330.00,147.93,173.13,149.54,249.82
10,2021-09-13 10:15,2923.00,2725.00,18643.00,17819.00,147.93,157.64,149.54,241.24
10,2021-09-13 10:30,2922.00,2781.00,19913.00,19813.00,147.93,139.96,149.54,222.97
10,2021-09-13 10:45,2905.00,2843.00,21022.00,20856.00,147.93,121.72,149.54,197.29
11,2021-09-13 11:00,2874.00,2928.00,22002.00,21898.00,140.06,153.73,139.99,250.42
11,2021-09-13 11:15,2833.00,3004.00,22859.00,22360.00,140.06,147.54,139.99,227.22
11,2021-09-13 11:30,2789.00,3063.00,23574.00,23062.00,140.06,141.88,139.99,246.14
11,2021-09-13 11:45,2744.00,3087.00,24141.00,23559.00,140.06,129.95,139.99,215.53
12,2021-09-13 12:00,2699.00,3080.00,24576.00,23973.00,118.84,143.19,129.77,86.79
12,2021-09-13 12:15,2667.00,3058.00,24870.00,24183.00,118.84,148.82,129.77,-30.38
12,2021-09-13 12:30,2634.00,2918.00,25018.00,24525.00,118.84,121.69,129.77,180.76
12,2021-09-13 12:45,2601.00,2882.00,25035.00,24422.00,118.84,123.66,129.77,162.11
13,2021-09-13 13:00,2602.00,2958.00,24933.00,24431.00,116.90,134.51,124.84,169.48
13,2021-09-13 13:15,2566.00,2866.00,24710.00,23586.00,116.90,130.30,124.84,185.47
13,2021-09-13 13:30,2531.00,2943.00,24425.00,23618.00,116.90,130.72,124.84,208.43
13,2021-09-13 13:45,2494.00,2668.00,24100.00,23433.00,116.90,127.14,124.84,-15.88
14,2021-09-13 14:00,2441.00,2582.00,23678.00,23175.00,119.00,126.16,128.72,84.78
14,2021-09-13 14:15,2340.00,2482.00,23149.00,22522.00,119.00,125.10,128.72,90.88
14,2021-09-13 14:30,2279.00,2422.00,22549.00,22030.00,119.00,128.00,128.72,78.56
14,2021-09-13 14:45,2212.00,2263.00,21883.00,21490.00,119.00,138.91,128.72,217.50
15,2021-09-13 15:00,2136.00,2169.00,21116.00,20939.00,141.63,115.94,137.98,207.60
15,2021-09-13 15:15,2063.00,2102.00,20245.00,19972.00,141.63,134.69,137.98,203.66
15,2021-09-13 15:30,1979.00,1953.00,19316.00,19182.00,141.63,140.27,137.98,230.91
15,2021-09-13 15:45,1894.00,1810.00,18328.00,18210.00,141.63,158.12,137.98,224.32
16,2021-09-13 16:00,1808.00,1696.00,17236.00,16979.00,150.93,120.68,146.99,100.34
16,2021-09-13 16:15,1728.00,1556.00,16045.00,15744.00,150.93,150.20,146.99,238.38
16,2021-09-13 16:30,1647.00,1481.00,14783.00,14380.00,150.93,151.84,146.99,261.20
16,2021-09-13 16:45,1568.00,1449.00,13441.00,13120.00,150.93,171.94,146.99,256.51
17,2021-09-13 17:00,1487.00,1343.00,11977.00,11411.00,159.09,121.83,169.33,196.89
17,2021-09-13 17:15,1419.00,1243.00,10381.00,9969.00,159.09,160.63,169.33,230.26
17,2021-09-13 17:30,1320.00,1155.00,8676.00,7913.00,159.09,178.25,169.33,249.45
17,2021-09-13 17:45,1210.00,1069.00,6950.00,6383.00,159.09,226.13,169.33,295.88
18,2021-09-13 18:00,1151.00,1029.00,5302.00,4857.00,183.45,146.32,224.87,-65.53
18,2021-09-13 18:15,1153.00,956.00,3793.00,3424.00,183.45,176.09,224.87,258.05
18,2021-09-13 18:30,1173.00,927.00,2481.00,2275.00,183.45,232.86,224.87,296.97
18,2021-09-13 18:45,1209.00,923.00,1449.00,1345.00,183.45,331.24,224.87,435.76
19,2021-09-13 19:00,1274.00,972.00,744.00,695.00,200.88,174.02,245.77,225.65
19,2021-09-13 19:15,1356.00,975.00,293.00,273.00,200.88,207.26,245.77,253.89
19,2021-09-13 19:30,1422.00,1041.00,58.00,54.00,200.88,269.57,245.77,347.26
19,2021-09-13 19:45,1466.00,1123.00,1.00,1.00,200.88,355.35,245.77,451.84
20,2021-09-13 20:00,1509.00,1250.00,0.00,0.00,193.21,449.33,254.76,597.35
20,2021-09-13 20:15,1592.00,1327.00,0.00,0.00,193.21,241.30,254.76,282.24
20,2021-09-13 20:30,1698.00,1491.00,0.00,0.00,193.21,189.18,254.76,92.51
20,2021-09-13 20:45,1813.00,1591.00,0.00,0.00,193.21,169.39,254.76,67.89
21,2021-09-13 21:00,1932.00,1782.00,0.00,0.00,160.91,194.26,172.98,85.67
21,2021-09-13 21:15,2054.00,1907.00,0.00,0.00,160.91,175.27,172.98,102.92
21,2021-09-13 21:30,2176.00,2116.00,0.00,0.00,160.91,175.74,172.98,56.26
21,2021-09-13 21:45,2294.00,2228.00,0.00,0.00,160.91,150.62,172.98,42.61
22,2021-09-13 22:00,2409.00,2401.00,0.00,0.00,147.15,166.40,155.84,50.22
22,2021-09-13 22:15,2502.00,2457.00,0.00,0.00,147.15,146.60,155.84,55.58
22,2021-09-13 22:30,2593.00,2450.00,0.00,0.00,147.15,148.11,155.84,70.56
22,2021-09-13 22:45,2683.00,2564.00,0.00,0.00,147.15,120.70,155.84,73.09
23,2021-09-13 23:00,2771.00,2577.00,0.00,0.00,131.18,142.14,131.58,14.93
23,2021-09-13 23:15,2802.00,2641.00,0.00,0.00,131.18,130.74,131.58,86.44
23,2021-09-13 23:30,2833.00,2647.00,0.00,0.00,131.18,128.79,131.58,73.09
23,2021-09-13 23:45,2861.00,2679.00,0.00,0.00,131.18,118.31,131.58,50.29
0,2021-09-14 00:00,2402.00,2755.00,0.00,0.00,122.23,178.77,146.14,224.22
0,2021-09-14 00:15,2413.00,2833.00,0.00,0.00,122.23,161.02,146.14,265.64
0,2021-09-14 00:30,2427.00,2876.00,0.00,0.00,122.23,133.84,146.14,251.60
0,2021-09-14 00:45,2438.00,2921.00,0.00,0.00,122.23,131.10,146.14,165.33
1,2021-09-14 01:00,2449.00,2975.00,0.00,0.00,121.59,141.84,136.72,255.45
1,2021-09-14 01:15,2469.00,2988.00,0.00,0.00,121.59,135.92,136.72,243.96
1,2021-09-14 01:30,2498.00,3133.00,0.00,0.00,121.59,145.62,136.72,206.76
1,2021-09-14 01:45,2538.00,3143.00,0.00,0.00,121.59,134.96,136.72,236.10
2,2021-09-14 02:00,2572.00,3141.00,0.00,0.00,113.83,137.68,126.91,-21.57
2,2021-09-14 02:15,2592.00,3068.00,0.00,0.00,113.83,126.41,126.91,72.36
2,2021-09-14 02:30,2605.00,3138.00,0.00,0.00,113.83,125.84,126.91,246.03
2,2021-09-14 02:45,2610.00,3065.00,0.00,0.00,113.83,133.96,126.91,179.48
3,2021-09-14 03:00,2613.00,3141.00,0.00,0.00,107.84,127.62,122.84,196.79
3,2021-09-14 03:15,2616.00,3138.00,0.00,0.00,107.84,134.60,122.84,217.25
3,2021-09-14 03:30,2608.00,3122.00,0.00,0.00,107.84,132.09,122.84,216.10
3,2021-09-14 03:45,2600.00,3066.00,0.00,0.00,107.84,140.37,122.84,201.40
4,2021-09-14 04:00,2585.00,2954.00,0.00,0.00,110.03,128.09,133.85,217.71
4,2021-09-14 04:15,2564.00,2951.00,0.00,0.00,110.03,144.35,133.85,170.13
4,2021-09-14 04:30,2536.00,2756.00,0.00,0.00,110.03,156.12,133.85,203.57
4,2021-09-14 04:45,2506.00,2766.00,0.00,0.00,110.03,159.51,133.85,200.91
5,2021-09-14 05:00,2476.00,2718.00,0.00,0.00,122.03,143.00,152.91,61.40
5,2021-09-14 05:15,2461.00,2711.00,0.00,0.00,122.03,143.82,152.91,145.10
5,2021-09-14 05:30,2446.00,2662.00,0.00,0.00,122.03,158.78,152.91,258.85
5,2021-09-14 05:45,2436.00,2681.00,0.00,0.00,122.03,185.79,152.91,73.59
6,2021-09-14 06:00,2429.00,2685.00,0.00,0.00,155.51,128.85,175.79,-65.38
6,2021-09-14 06:15,2443.00,2741.00,0.00,0.00,155.51,164.47,175.79,292.58
6,2021-09-14 06:30,2462.00,2812.00,3.00,3.00,155.51,171.70,175.79,264.54
6,2021-09-14 06:45,2481.00,2924.00,58.00,67.00,155.51,203.94,175.79,312.55
7,2021-09-14 07:00,2502.00,3006.00,308.00,343.00,166.24,244.15,228.46,298.86
7,2021-09-14 07:15,2527.00,3043.00,823.00,932.00,166.24,261.16,228.46,308.24
7,2021-09-14 07:30,2562.00,3103.00,1611.00,1808.00,166.24,268.54,228.46,7.26
7,2021-09-14 07:45,2609.00,3260.00,2673.00,3020.00,166.24,212.97,228.46,93.23
8,2021-09-14 08:00,2595.00,3124.00,4000.00,4467.00,172.69,515.27,249.06,94.19
8,2021-09-14 08:15,2532.00,2900.00,5623.00,6229.00,172.69,210.25,249.06,104.05
8,2021-09-14 08:30,2433.00,2719.00,7435.00,8034.00,172.69,190.79,249.06,111.77
8,2021-09-14 08:45,2296.00,2528.00,9463.00,10044.00,172.69,150.47,249.06,96.03
9,2021-09-14 09:00,2126.00,2228.00,11467.00,11886.00,162.90,214.10,184.22,74.20
9,2021-09-14 09:15,1958.00,2108.00,13196.00,13953.00,162.90,155.80,184.22,51.95
9,2021-09-14 09:30,1713.00,1973.00,15761.00,15798.00,162.90,151.99,184.22,-83.39
9,2021-09-14 09:45,1480.00,1550.00,18373.00,18405.00,162.90,132.91,184.22,71.89
10,2021-09-14 10:00,1233.00,1137.00,20156.00,20351.00,152.15,194.04,174.53,259.59
10,2021-09-14 10:15,1172.00,926.00,21873.00,22141.00,152.15,162.19,174.53,241.80
10,2021-09-14 10:30,1111.00,819.00,23431.00,23427.00,152.15,193.71,174.53,280.19
10,2021-09-14 10:45,1062.00,831.00,24813.00,24661.00,152.15,141.76,174.53,-77.35
11,2021-09-14 11:00,1010.00,879.00,25936.00,25492.00,124.01,188.79,163.17,22.88
11,2021-09-14 11:15,1055.00,990.00,26853.00,26420.00,124.01,168.67,163.17,63.01
11,2021-09-14 11:30,1097.00,1126.00,27574.00,27338.00,124.01,149.60,163.17,31.94
11,2021-09-14 11:45,1143.00,1198.00,28151.00,28238.00,124.01,136.85,163.17,70.46
12,2021-09-14 12:00,1187.00,1279.00,28597.00,28575.00,121.06,165.39,155.06,71.21
12,2021-09-14 12:15,1246.00,1490.00,28912.00,28973.00,121.06,152.48,155.06,48.03
12,2021-09-14 12:30,1292.00,1548.00,29072.00,28917.00,121.06,146.27,155.06,221.38
12,2021-09-14 12:45,1338.00,1637.00,29066.00,28928.00,121.06,139.93,155.06,187.71
13,2021-09-14 13:00,1375.00,1692.00,28856.00,28945.00,117.27,144.51,146.35,258.52
13,2021-09-14 13:15,1405.00,1725.00,28476.00,28570.00,117.27,145.34,146.35,263.52
13,2021-09-14 13:30,1423.00,1583.00,28117.00,27884.00,117.27,176.28,146.35,341.90
13,2021-09-14 13:45,1432.00,1662.00,27662.00,27586.00,117.27,158.32,146.35,256.28
14,2021-09-14 14:00,1434.00,1658.00,27080.00,26835.00,125.43,147.78,159.36,70.88
14,2021-09-14 14:15,1444.00,1660.00,26389.00,26041.00,125.43,164.84,159.36,70.63
14,2021-09-14 14:30,1460.00,1729.00,25631.00,25254.00,125.43,168.29,159.36,71.21
14,2021-09-14 14:45,1482.00,1757.00,24769.00,24620.00,125.43,173.91,159.36,71.21
15,2021-09-14 15:00,1513.00,1869.00,23775.00,23716.00,151.16,140.38,168.69,85.65
15,2021-09-14 15:15,1551.00,2044.00,22652.00,22626.00,151.16,140.24,168.69,77.31
15,2021-09-14 15:30,1604.00,2152.00,21436.00,21053.00,151.16,141.54,168.69,66.44
15,2021-09-14 15:45,1656.00,2226.00,20135.00,19505.00,151.16,155.58,168.69,200.92
16,2021-09-14 16:00,1707.00,2292.00,18728.00,17871.00,158.72,139.98,177.23,234.75
16,2021-09-14 16:15,1777.00,2311.00,17216.00,16392.00,158.72,165.79,177.23,248.82
16,2021-09-14 16:30,1847.00,2438.00,15643.00,14346.00,158.72,190.47,177.23,300.69
16,2021-09-14 16:45,1916.00,2492.00,14010.00,12779.00,158.72,200.34,177.23,310.92
17,2021-09-14 17:00,1987.00,2676.00,12269.00,11159.00,168.00,137.09,229.44,305.97
17,2021-09-14 17:15,2077.00,2753.00,10425.00,9299.00,168.00,198.36,229.44,324.54
17,2021-09-14 17:30,2165.00,2940.00,8520.00,7401.00,168.00,211.14,229.44,274.55
17,2021-09-14 17:45,2267.00,3074.00,6657.00,5746.00,168.00,369.64,229.44,389.03
18,2021-09-14 18:00,2366.00,3222.00,4935.00,4098.00,184.55,164.52,228.38,65.37
18,2021-09-14 18:15,2754.00,3577.00,3416.00,2798.00,184.55,187.59,228.38,-126.14
18,2021-09-14 18:30,3176.00,4119.00,2152.00,1770.00,184.55,211.24,228.38,239.37
18,2021-09-14 18:45,3595.00,4573.00,1218.00,1015.00,184.55,264.84,228.38,238.29
19,2021-09-14 19:00,4060.00,5078.00,605.00,510.00,188.20,303.52,269.62,262.83
19,2021-09-14 19:15,4557.00,5362.00,215.00,171.00,188.20,242.28,269.62,268.61
19,2021-09-14 19:30,5117.00,5800.00,33.00,23.00,188.20,229.63,269.62,267.15
19,2021-09-14 19:45,5675.00,6352.00,0.00,0.00,188.20,227.18,269.62,300.60
20,2021-09-14 20:00,6193.00,7133.00,0.00,0.00,174.25,288.09,209.77,349.10
20,2021-09-14 20:15,6741.00,7789.00,0.00,0.00,174.25,205.85,209.77,107.60
20,2021-09-14 20:30,7300.00,8540.00,0.00,0.00,174.25,183.33,209.77,73.61
20,2021-09-14 20:45,7842.00,9357.00,0.00,0.00,174.25,161.86,209.77,70.05
21,2021-09-14 21:00,8344.00,10085.00,0.00,0.00,155.40,208.59,179.53,91.72
21,2021-09-14 21:15,8878.00,10858.00,0.00,0.00,155.40,183.72,179.53,131.84
21,2021-09-14 21:30,9341.00,11669.00,0.00,0.00,155.40,183.31,179.53,75.36
21,2021-09-14 21:45,9775.00,12161.00,0.00,0.00,155.40,130.59,179.53,65.14
22,2021-09-14 22:00,10113.00,12567.00,0.00,0.00,144.65,194.22,164.14,91.75
22,2021-09-14 22:15,10410.00,12778.00,0.00,0.00,144.65,160.63,164.14,107.05
22,2021-09-14 22:30,10706.00,13028.00,0.00,0.00,144.65,164.57,164.14,75.36
22,2021-09-14 22:45,10969.00,13119.00,0.00,0.00,144.65,136.39,164.14,75.36
23,2021-09-14 23:00,11252.00,13275.00,0.00,0.00,117.98,154.51,134.00,247.74
23,2021-09-14 23:15,11283.00,13222.00,0.00,0.00,117.98,130.15,134.00,143.71
23,2021-09-14 23:30,11315.00,13083.00,0.00,0.00,117.98,133.14,134.00,158.81
23,2021-09-14 23:45,11349.00,12722.00,0.00,0.00,117.98,120.93,134.00,162.89
0,2021-09-15 00:00,12504.00,12545.00,0.00,0.00,135.08,130.65,132.11,142.75
0,2021-09-15 00:15,12453.00,12215.00,0.00,0.00,135.08,152.50,132.11,192.30
0,2021-09-15 00:30,12383.00,11910.00,0.00,0.00,135.08,157.66,132.11,226.14
0,2021-09-15 00:45,12325.00,11595.00,0.00,0.00,135.08,146.81,132.11,220.53
1,2021-09-15 01:00,12250.00,11088.00,0.00,0.00,133.40,163.71,138.95,51.42
1,2021-09-15 01:15,12143.00,10814.00,0.00,0.00,133.40,145.32,138.95,159.08
1,2021-09-15 01:30,12009.00,10555.00,0.00,0.00,133.40,146.95,138.95,195.41
1,2021-09-15 01:45,11857.00,10322.00,0.00,0.00,133.40,134.12,138.95,169.49
2,2021-09-15 02:00,11702.00,10095.00,0.00,0.00,128.95,130.09,130.16,63.06
2,2021-09-15 02:15,11486.00,9938.00,0.00,0.00,128.95,120.40,130.16,-4.54
2,2021-09-15 02:30,11296.00,9874.00,0.00,0.00,128.95,120.32,130.16,-4.54
2,2021-09-15 02:45,11132.00,9796.00,0.00,0.00,128.95,119.10,130.16,55.01
3,2021-09-15 03:00,10964.00,9826.00,0.00,0.00,123.10,115.86,127.13,71.14
3,2021-09-15 03:15,10894.00,9821.00,0.00,0.00,123.10,116.82,127.13,52.61
3,2021-09-15 03:30,10826.00,9505.00,0.00,0.00,123.10,124.37,127.13,71.14
3,2021-09-15 03:45,10747.00,9403.00,0.00,0.00,123.10,126.65,127.13,46.02
4,2021-09-15 04:00,10645.00,9420.00,0.00,0.00,128.01,117.33,132.22,157.87
4,2021-09-15 04:15,10409.00,9193.00,0.00,0.00,128.01,124.58,132.22,177.64
4,2021-09-15 04:30,10167.00,8816.00,0.00,0.00,128.01,137.70,132.22,188.81
4,2021-09-15 04:45,9947.00,8550.00,0.00,0.00,128.01,163.65,132.22,240.00
5,2021-09-15 05:00,9728.00,8219.00,0.00,0.00,137.01,131.05,152.00,159.39
5,2021-09-15 05:15,9568.00,8239.00,0.00,0.00,137.01,147.61,152.00,37.34
5,2021-09-15 05:30,9405.00,7981.00,0.00,0.00,137.01,156.08,152.00,230.27
5,2021-09-15 05:45,9265.00,8115.00,0.00,0.00,137.01,170.97,152.00,267.15
6,2021-09-15 06:00,9154.00,7969.00,0.00,0.00,166.94,124.55,170.83,152.95
6,2021-09-15 06:15,9076.00,8375.00,0.00,0.00,166.94,147.26,170.83,165.55
6,2021-09-15 06:30,9004.00,8569.00,1.00,1.00,166.94,176.31,170.83,162.74
6,2021-09-15 06:45,8922.00,8541.00,42.00,46.00,166.94,197.55,170.83,207.82
7,2021-09-15 07:00,8840.00,8276.00,195.00,207.00,180.24,150.81,186.21,167.67
7,2021-09-15 07:15,8747.00,8240.00,482.00,508.00,180.24,172.71,186.21,201.13
7,2021-09-15 07:30,8646.00,8252.00,869.00,892.00,180.24,193.52,186.21,194.50
7,2021-09-15 07:45,8532.00,8645.00,1379.00,1419.00,180.24,190.59,186.21,211.69
8,2021-09-15 08:00,8318.00,8293.00,1989.00,1981.00,192.11,175.01,184.54,161.15
8,2021-09-15 08:15,8121.00,7987.00,2656.00,2596.00,192.11,177.64,184.54,193.90
8,2021-09-15 08:30,7896.00,7693.00,3343.00,3221.00,192.11,181.04,184.54,196.98
